"","Data","Season","Night","Channel","Time","Event_V","Quantity","Toys","Date_time","godzina","pora_dnia","a","l","t","r","p","c","d","f","n","e","u","g","h","i","k","o","w","v","ilosc_elementow"
"793","24.07.2012","Jablow_2",3,"KAM2","21:34:42","a.v.",1,0,2012-07-24 21:34:42,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"794","24.07.2012","Jablow_2",3,"KAM2","21:36:05","d.t.a.",1,0,2012-07-24 21:36:05,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"795","24.07.2012","Jablow_2",3,"KAM2","21:36:08","a.t.n.",1,0,2012-07-24 21:36:08,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"796","24.07.2012","Jablow_2",3,"KAM2","21:37:17","d.t.",1,0,2012-07-24 21:37:17,21,"wieczor",NA,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"797","24.07.2012","Jablow_2",3,"KAM2","21:37:27","n.a.c.",1,0,2012-07-24 21:37:27,21,"wieczor",1,NA,NA,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"798","24.07.2012","Jablow_2",3,"KAM2","21:37:46","l",1,0,2012-07-24 21:37:46,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"799","24.07.2012","Jablow_2",3,"KAM2","21:38:13","l",1,0,2012-07-24 21:38:13,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"800","24.07.2012","Jablow_2",3,"KAM2","21:38:14","l",1,0,2012-07-24 21:38:14,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"801","24.07.2012","Jablow_2",3,"KAM2","21:38:17","n.v.l.a.d.",1,0,2012-07-24 21:38:17,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"802","24.07.2012","Jablow_2",3,"KAM2","21:39:31","w",1,0,2012-07-24 21:39:31,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"803","24.07.2012","Jablow_2",3,"KAM2","21:39:33","d.a.c.",1,0,2012-07-24 21:39:33,21,"wieczor",1,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"804","24.07.2012","Jablow_2",3,"KAM2","21:39:36","d.l.d.",1,0,2012-07-24 21:39:36,21,"wieczor",NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"805","24.07.2012","Jablow_2",3,"KAM2","21:39:39","l",1,0,2012-07-24 21:39:39,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"806","24.07.2012","Jablow_2",3,"KAM2","21:39:41","a.t.n.",1,0,2012-07-24 21:39:41,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"807","24.07.2012","Jablow_2",3,"KAM2","21:40:06","n.a.l.d.",1,0,2012-07-24 21:40:06,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"808","24.07.2012","Jablow_2",3,"KAM2","21:40:11","a.c.t.d.",1,0,2012-07-24 21:40:11,21,"wieczor",1,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"809","24.07.2012","Jablow_2",3,"KAM2","21:40:26","a.l.a.",1,0,2012-07-24 21:40:26,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"810","24.07.2012","Jablow_2",3,"KAM2","21:40:54","d.l.a.",1,0,2012-07-24 21:40:54,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"811","24.07.2012","Jablow_2",3,"KAM2","21:40:59","a.n.",1,0,2012-07-24 21:40:59,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"812","24.07.2012","Jablow_2",3,"KAM2","21:42:37","a.t.n.",1,0,2012-07-24 21:42:37,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"813","24.07.2012","Jablow_2",3,"KAM2","21:43:16","a.t.n.",1,0,2012-07-24 21:43:16,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"814","24.07.2012","Jablow_2",3,"KAM2","21:44:47","a.n.",1,0,2012-07-24 21:44:47,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"815","24.07.2012","Jablow_2",3,"KAM2","21:44:48","d.a.t.",1,0,2012-07-24 21:44:48,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"816","24.07.2012","Jablow_2",3,"KAM2","21:44:50","a.l.d.",1,0,2012-07-24 21:44:50,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"817","24.07.2012","Jablow_2",3,"KAM2","21:44:58","a.n.",1,0,2012-07-24 21:44:58,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"818","24.07.2012","Jablow_2",3,"KAM2","21:47:02","d.a.",1,0,2012-07-24 21:47:02,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"819","24.07.2012","Jablow_2",3,"KAM2","21:47:03","a",1,0,2012-07-24 21:47:03,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"820","24.07.2012","Jablow_2",3,"KAM2","21:47:24","d.l.a.t.d.",1,0,2012-07-24 21:47:24,21,"wieczor",1,1,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"821","24.07.2012","Jablow_2",3,"KAM2","21:47:26","a.t.d.",1,0,2012-07-24 21:47:26,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"822","24.07.2012","Jablow_2",3,"KAM2","21:47:38","d.t.v.t.v.l.a.t.",1,0,2012-07-24 21:47:38,21,"wieczor",1,1,3,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,8
"823","24.07.2012","Jablow_2",3,"KAM2","21:47:43","a.l.d.",1,0,2012-07-24 21:47:43,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"824","24.07.2012","Jablow_2",3,"KAM2","21:49:53","a.t.d.",1,0,2012-07-24 21:49:53,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"825","24.07.2012","Jablow_2",3,"KAM2","21:50:04","a.t.v.c.",1,0,2012-07-24 21:50:04,21,"wieczor",1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"826","24.07.2012","Jablow_2",3,"KAM2","21:51:52","a.l.a.d.",1,0,2012-07-24 21:51:52,21,"wieczor",2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"827","24.07.2012","Jablow_2",3,"KAM2","21:52:02","a",1,0,2012-07-24 21:52:02,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"828","24.07.2012","Jablow_2",3,"KAM2","21:52:06","a.l.v.",1,0,2012-07-24 21:52:06,21,"wieczor",1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"829","24.07.2012","Jablow_2",3,"KAM2","21:52:18","l",1,0,2012-07-24 21:52:18,21,"wieczor",NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"830","24.07.2012","Jablow_2",3,"KAM2","21:52:20","a.l.a.",1,0,2012-07-24 21:52:20,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"831","24.07.2012","Jablow_2",3,"KAM2","21:52:24","a.v.",1,0,2012-07-24 21:52:24,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"832","24.07.2012","Jablow_2",3,"KAM2","21:52:32","a",1,0,2012-07-24 21:52:32,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"833","24.07.2012","Jablow_2",3,"KAM4","21:05:43","a.t.a.o.a.t.a.",1,1,2012-07-24 21:05:43,21,"wieczor",4,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,7
"834","24.07.2012","Jablow_2",3,"KAM4","21:11:49","d.a.t.a.",1,1,2012-07-24 21:11:49,21,"wieczor",2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"835","24.07.2012","Jablow_2",3,"KAM4","21:11:52","a.l.a.",1,1,2012-07-24 21:11:52,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"836","24.07.2012","Jablow_2",3,"KAM4","21:12:12","n.t.",1,1,2012-07-24 21:12:12,21,"wieczor",NA,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"837","24.07.2012","Jablow_2",3,"KAM4","21:12:18","a.t.a.",1,1,2012-07-24 21:12:18,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"838","24.07.2012","Jablow_2",3,"KAM4","21:12:21","a.l.a.",1,1,2012-07-24 21:12:21,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"839","24.07.2012","Jablow_2",3,"KAM4","21:13:14","a.n.",1,1,2012-07-24 21:13:14,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"840","24.07.2012","Jablow_2",3,"KAM4","21:13:33","n.l.a.t.a.",1,1,2012-07-24 21:13:33,21,"wieczor",2,1,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"841","24.07.2012","Jablow_2",3,"KAM4","21:13:36","v.a.",1,1,2012-07-24 21:13:36,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"842","24.07.2012","Jablow_2",3,"KAM4","21:13:55","a.v.t.a.",1,1,2012-07-24 21:13:55,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"843","24.07.2012","Jablow_2",3,"KAM4","21:14:25","a.o.",1,1,2012-07-24 21:14:25,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2
"844","24.07.2012","Jablow_2",3,"KAM4","21:14:31","a.c.",1,1,2012-07-24 21:14:31,21,"wieczor",1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"845","24.07.2012","Jablow_2",3,"KAM4","21:14:39","a.t.c.a.",1,1,2012-07-24 21:14:39,21,"wieczor",2,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"846","24.07.2012","Jablow_2",3,"KAM4","21:14:54","d.a.n.",1,1,2012-07-24 21:14:54,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"847","24.07.2012","Jablow_2",3,"KAM4","21:15:33","d.t.a.",1,1,2012-07-24 21:15:33,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"848","24.07.2012","Jablow_2",3,"KAM4","21:15:36","d.a.t.a.d.",1,1,2012-07-24 21:15:36,21,"wieczor",2,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"849","24.07.2012","Jablow_2",3,"KAM4","21:19:11","a.t.r.v.",1,1,2012-07-24 21:19:11,21,"wieczor",1,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"850","24.07.2012","Jablow_2",3,"KAM4","21:20:07","a.t.a.n.",1,1,2012-07-24 21:20:07,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"851","24.07.2012","Jablow_2",3,"KAM4","21:20:13","d.a.t.a.",1,1,2012-07-24 21:20:13,21,"wieczor",2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"852","24.07.2012","Jablow_2",3,"KAM4","21:21:00","a.t.a.l.a.t.a.",1,1,2012-07-24 21:21:00,21,"wieczor",4,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7
"853","24.07.2012","Jablow_2",3,"KAM4","21:21:39","a.t.a.r.i.v.o.t.a.n.",1,1,2012-07-24 21:21:39,21,"wieczor",3,NA,2,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,1,NA,1,10
"854","24.07.2012","Jablow_2",3,"KAM4","21:22:01","a.r.i.a.n.",1,1,2012-07-24 21:22:01,21,"wieczor",2,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,5
"855","24.07.2012","Jablow_2",3,"KAM4","21:23:24","a",1,1,2012-07-24 21:23:24,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"856","24.07.2012","Jablow_2",3,"KAM4","21:23:25","a.n.",1,1,2012-07-24 21:23:25,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"857","24.07.2012","Jablow_2",3,"KAM4","21:23:58","n.o.a.l.a.",1,1,2012-07-24 21:23:58,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,5
"858","24.07.2012","Jablow_2",3,"KAM4","21:24:05","d.a.l.a.t.a.",1,1,2012-07-24 21:24:05,21,"wieczor",3,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"859","24.07.2012","Jablow_2",3,"KAM4","21:24:16","a.l.a.",1,1,2012-07-24 21:24:16,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"860","24.07.2012","Jablow_2",3,"KAM4","21:24:26","a.t.a.t.",1,1,2012-07-24 21:24:26,21,"wieczor",2,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"861","24.07.2012","Jablow_2",3,"KAM4","21:28:36","a.t.a.",1,1,2012-07-24 21:28:36,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"862","24.07.2012","Jablow_2",3,"KAM4","21:28:39","a.v.l.a.t.d.",1,1,2012-07-24 21:28:39,21,"wieczor",2,1,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6
"863","24.07.2012","Jablow_2",3,"KAM4","21:30:08","a.t.a.n.",1,1,2012-07-24 21:30:08,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"864","24.07.2012","Jablow_2",3,"KAM4","21:31:04","a.l.a.",1,1,2012-07-24 21:31:04,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"865","24.07.2012","Jablow_2",3,"KAM4","21:34:19","a.n.",1,1,2012-07-24 21:34:19,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"866","24.07.2012","Jablow_2",3,"KAM4","21:34:32","d.a.",1,1,2012-07-24 21:34:32,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"867","24.07.2012","Jablow_2",3,"KAM4","21:34:40","d.a.",1,1,2012-07-24 21:34:40,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"868","24.07.2012","Jablow_2",3,"KAM4","21:37:14","a.l.a.",1,1,2012-07-24 21:37:14,21,"wieczor",2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"869","24.07.2012","Jablow_2",3,"KAM4","21:37:20","a.l.a.r.d.",1,1,2012-07-24 21:37:20,21,"wieczor",2,1,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"870","24.07.2012","Jablow_2",3,"KAM4","21:37:29","a.n.",1,1,2012-07-24 21:37:29,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"871","24.07.2012","Jablow_2",3,"KAM4","21:38:02","n.a.l.i.a.l.a.r.i.n.",1,1,2012-07-24 21:38:02,21,"wieczor",3,2,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,2,NA,NA,NA,NA,10
"872","24.07.2012","Jablow_2",3,"KAM4","21:38:07","d.a.t.",1,1,2012-07-24 21:38:07,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"873","24.07.2012","Jablow_2",3,"KAM4","21:38:12","v",1,1,2012-07-24 21:38:12,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
"874","24.07.2012","Jablow_2",3,"KAM4","21:39:23","d.t.a.",1,1,2012-07-24 21:39:23,21,"wieczor",1,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"875","24.07.2012","Jablow_2",3,"KAM4","21:39:36","a.n.",1,1,2012-07-24 21:39:36,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"876","24.07.2012","Jablow_2",3,"KAM4","21:40:08","a",1,1,2012-07-24 21:40:08,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"877","24.07.2012","Jablow_2",3,"KAM4","21:40:33","a.t.a.",1,1,2012-07-24 21:40:33,21,"wieczor",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"878","24.07.2012","Jablow_2",3,"KAM4","21:40:36","a.n.",1,1,2012-07-24 21:40:36,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"879","24.07.2012","Jablow_2",3,"KAM4","21:44:42","d.a.",1,1,2012-07-24 21:44:42,21,"wieczor",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"880","24.07.2012","Jablow_2",3,"KAM4","21:47:05","a.n.",1,1,2012-07-24 21:47:05,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"881","24.07.2012","Jablow_2",3,"KAM4","21:47:07","w",1,1,2012-07-24 21:47:07,21,"wieczor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1
"882","24.07.2012","Jablow_2",3,"KAM4","21:47:53","a.n.",1,1,2012-07-24 21:47:53,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"883","24.07.2012","Jablow_2",3,"KAM4","21:48:13","d.c.t.",1,1,2012-07-24 21:48:13,21,"wieczor",NA,NA,1,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"884","24.07.2012","Jablow_2",3,"KAM4","21:49:41","a.k.a.",1,1,2012-07-24 21:49:41,21,"wieczor",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,3
"885","24.07.2012","Jablow_2",3,"KAM4","21:49:43","a.v.t.",1,1,2012-07-24 21:49:43,21,"wieczor",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"886","24.07.2012","Jablow_2",3,"KAM4","21:49:50","a.",1,1,2012-07-24 21:49:50,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"887","24.07.2012","Jablow_2",3,"KAM4","21:50:07","a.c.v.a.",1,1,2012-07-24 21:50:07,21,"wieczor",2,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"888","24.07.2012","Jablow_2",3,"KAM4","21:50:30","a.",1,1,2012-07-24 21:50:30,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"889","24.07.2012","Jablow_2",3,"KAM4","21:51:41","a.n.",1,1,2012-07-24 21:51:41,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"890","24.07.2012","Jablow_2",3,"KAM4","21:51:50","a.v.a.",1,1,2012-07-24 21:51:50,21,"wieczor",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3
"891","24.07.2012","Jablow_2",3,"KAM4","21:52:00","a",1,1,2012-07-24 21:52:00,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"892","24.07.2012","Jablow_2",3,"KAM4","21:52:27","a.n.",1,1,2012-07-24 21:52:27,21,"wieczor",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"893","24.07.2012","Jablow_2",3,"KAM4","21:52:30","d.l.a.",1,1,2012-07-24 21:52:30,21,"wieczor",1,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"894","25.07.2012","Jablow_2",3,"KAM2","04:05:18","n.a.l.a.l.a.",1,0,2012-07-25 04:05:18,4,"rano",3,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6
"895","25.07.2012","Jablow_2",3,"KAM2","04:05:42","c.v.t.n.",1,0,2012-07-25 04:05:42,4,"rano",NA,NA,1,NA,NA,1,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,4
"896","25.07.2012","Jablow_2",3,"KAM2","04:06:57","a",1,0,2012-07-25 04:06:57,4,"rano",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"897","25.07.2012","Jablow_2",3,"KAM2","04:07:01","v.d.",1,0,2012-07-25 04:07:01,4,"rano",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"898","25.07.2012","Jablow_2",3,"KAM2","04:08:04","d.o.",1,0,2012-07-25 04:08:04,4,"rano",NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,2
"899","25.07.2012","Jablow_2",3,"KAM2","04:10:21","a.t.a.",1,0,2012-07-25 04:10:21,4,"rano",2,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3
"900","25.07.2012","Jablow_2",3,"KAM2","04:11:28","v.t.a.t.n.",1,0,2012-07-25 04:11:28,4,"rano",1,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,5
"901","25.07.2012","Jablow_2",3,"KAM2","04:12:04","n.a.t.a.t.",1,0,2012-07-25 04:12:04,4,"rano",2,NA,2,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"902","25.07.2012","Jablow_2",3,"KAM2","04:14:16","a.v.",1,0,2012-07-25 04:14:16,4,"rano",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2
"903","25.07.2012","Jablow_2",3,"KAM2","04:14:19","a",1,0,2012-07-25 04:14:19,4,"rano",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"904","25.07.2012","Jablow_2",3,"KAM2","04:14:50","a.t.",1,0,2012-07-25 04:14:50,4,"rano",1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"905","25.07.2012","Jablow_2",3,"KAM2","04:14:58","d.a.t.a.",1,0,2012-07-25 04:14:58,4,"rano",2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4
"906","25.07.2012","Jablow_2",3,"KAM2","04:16:30","d.a.",1,0,2012-07-25 04:16:30,4,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"907","25.07.2012","Jablow_2",3,"KAM2","04:17:07","a.t.a.l.a.",1,0,2012-07-25 04:17:07,4,"rano",3,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5
"908","25.07.2012","Jablow_2",3,"KAM2","04:19:11","d.l.",1,0,2012-07-25 04:19:11,4,"rano",NA,1,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"909","25.07.2012","Jablow_2",3,"KAM2","04:19:12","a",1,0,2012-07-25 04:19:12,4,"rano",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"910","25.07.2012","Jablow_2",3,"KAM2","04:19:14","d.a.",1,0,2012-07-25 04:19:14,4,"rano",1,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
"911","25.07.2012","Jablow_2",3,"KAM2","04:19:18","n.a.",1,0,2012-07-25 04:19:18,4,"rano",1,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
